_RAJ2000,_DEJ2000,recno,ATLAS,RAJ2000,DEJ2000,Pwd,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,MJD,pmRA,e_pmRA,pmDE,e_pmDE,HClass,SpType1,SpType2,Gaia-ID,Gmag,u_sdss,g_SDSS,r_sdss,i_sdss,z_SDSS,roundra
5.429948,-38.780023,405,J002143.18-384648.08,5.429948,-38.780023,1.0,18.070295,0.0117,18.11791,0.00528,18.457958,0.00715,18.681854,0.01331,18.94932,0.06262,56516.350116,75.4,2.3,0.3,19.9,,,,4.99805567574e+18,18.323,18.33981885,18.0409076,18.48275656,18.656854,19.00001864,5.429948
5.488456,-25.713556,410,J002157.22-254248.80,5.488456,-25.713556,0.817254,18.698656,0.01924,18.727125,0.00617,19.104698,0.01169,19.33646,0.02454,19.420395,0.05537,56132.282909,9.1,5.9,0.1,4.7,,,,,,18.96837131,18.64824635,19.12837081,19.31146,19.4637524,5.488456
5.522443,-35.331917,413,J002205.38-351954.90,5.522443,-35.331917,0.99705,17.806755,0.01694,17.797901,0.00858,18.105507,0.00656,18.344067,0.00998,18.4501,0.02695,57251.159801,-41.1,6.3,-13.2,0.4,,,,2.31487123663e+18,17.973,18.07684354,17.7225207,18.13127882,18.319067,18.49434132,5.522443
5.616471,-33.86445,417,J002227.95-335152.02,5.616471,-33.86445,0.960789,17.537518,0.00856,17.933426,0.00396,18.273779,0.00577,18.564215,0.0153,18.722242,0.04121,56217.127743,22.6,9.6,-7.6,0.8,,,,2.3152929337e+18,18.094,17.80355892,17.85640835,18.29856841,18.539215,18.76856308,5.616471
5.696796,-32.285826,422,J002247.23-321708.97,5.696796,-32.285826,0.944645,18.773727,0.02199,18.802694,0.00758,19.142946,0.01266,19.391029,0.02532,19.522497,0.05926,56215.066275,13.4,5.4,-6.1,4.6,,,,,,19.04343733,18.7256814,19.16773844,19.366029,19.56775572,5.696796
6.176969,-39.572249,458,J002442.47-393420.09,6.176969,-39.572249,0.954108,17.900242,0.01517,18.4527,0.00567,18.754269,0.00856,18.883726,0.02475,19.078081,0.06218,56537.298579,16.3,10.8,9.8,5.8,,,,4.99721059797e+18,18.563,18.16471742,18.37762155,18.78022193,18.858726,19.1258552,6.176969
6.345142,-28.67607,473,J002522.83-284033.85,6.345142,-28.67607,1.0,18.39426,0.01407,18.90147,0.00743,19.367626,0.0127,19.676788,0.02431,19.924343,0.1093,56183.163745,38.9,7.7,15.4,3.2,,*,~,2.32178118617e+18,19.037,18.6591879,18.8181622,19.38864132,19.651788,19.9742452,6.345142
6.416738,-39.581739,480,J002540.01-393454.26,6.416738,-39.581739,0.77753,17.877598,0.01331,18.001604,0.00444,18.356808,0.00664,18.620411,0.01928,18.989574,0.05511,56537.298579,10.4,18.0,9.1,7.4,,,,,,18.14635794,17.9238438,18.38115188,18.595411,19.04434052,6.416738
6.935735,-29.131756,519,J002744.57-290754.32,6.935735,-29.131756,0.99494,18.778469,0.02091,18.923473,0.0066,19.237444,0.0107,19.488237,0.01954,19.731491,0.06728,56102.386153,-22.9,8.2,-27.4,12.7,,WD*,DA,,,19.04701896,18.84777445,19.26302487,19.463237,19.78122116,6.935735
7.402779,-29.109037,552,J002936.66-290632.53,7.402779,-29.109037,0.931034,18.057487,0.01237,18.306438,0.00435,18.577354,0.00647,18.808601,0.01126,19.01157,0.03499,56102.386153,15.9,16.9,-6.6,37.6,,,,2.31871843211e+18,19.114,18.32499749,18.2328922,18.60422652,18.783601,19.05968876,7.402779
7.476037,-30.162917,561,J002954.24-300946.50,7.476037,-30.162917,1.0,18.21612,0.01196,18.369644,0.00465,18.687973,0.00733,18.917494,0.01322,19.147949,0.04503,55836.23845,54.0,4.9,-21.3,8.9,,,,2.31844286271e+18,18.071,18.48458476,18.29372755,18.71342313,18.892494,19.1971672,7.476037
8.340652,-29.541055,628,J003321.75-293227.79,8.340652,-29.541055,1.0,18.566944,0.0174,18.90258,0.00687,19.219372,0.0109,19.403967,0.01997,19.603479,0.06549,56102.388684,56.2,13.1,-11.0,1.3,,*,~,2.31882171319e+18,19.07,18.83358764,18.8267404,19.24486824,19.378967,19.65145948,8.340652
8.603487,-30.856769,646,J003424.83-305124.36,8.603487,-30.856769,0.828452,16.150532,0.00387,16.84412,0.00213,17.358459,0.00329,17.668072,0.00544,17.918446,0.01772,55836.240578,-21.4,4.6,-22.1,3.8,,WD*,DA...,2.3175535296e+18,17.005,16.41359612,16.75840305,17.37802883,17.643072,17.96846096,8.603487
8.657674,-27.472356,650,J003437.84-272820.48,8.657674,-27.472356,0.935056,15.845199,0.00384,16.205902,0.00175,16.594704,0.00266,16.966454,0.00392,17.192848,0.01081,55882.165342,34.2,2.2,-36.9,1.8,,PM*,~,2.34335504742e+18,16.521,16.11159197,16.1264619,16.61803994,16.941454,17.24190376,8.657674
8.702529,-29.819009,652,J003448.60-294908.43,8.702529,-29.819009,0.993889,18.637602,0.01909,18.724604,0.00582,19.070629,0.00904,19.251659,0.01736,19.499773,0.05595,56102.391259,19.8,4.9,-14.2,7.3,,WD*,DA,2.31804923755e+18,18.833,18.90673198,18.64730275,19.09524825,19.226659,19.54969756,8.702529
8.805413,-25.157165,665,J003513.29-250925.79,8.805413,-25.157165,0.999478,18.210503,0.01372,18.290401,0.00468,18.580505,0.0077,18.816086,0.0141,19.022699,0.03594,56132.296801,-30.8,2.5,-19.0,3.6,,,,,,18.47970402,18.2158958,18.60680188,18.791086,19.07096352,8.805413
8.830865,-38.748695,667,J003519.40-384455.30,8.830865,-38.748695,1.0,17.151659,0.00707,17.092146,0.00289,17.444597,0.00385,17.693478,0.00609,18.013124,0.0244,56516.356834,-40.0,0.3,-75.3,1.8,,,,,,17.42225413,17.01452345,17.46902347,17.668478,18.06590984,8.830865
9.058162,-34.393117,680,J003613.95-342335.22,9.058162,-34.393117,0.999843,16.230055,0.00433,16.326746,0.00175,16.610424,0.00255,16.887794,0.0042,17.051857,0.00985,56152.271352,97.8,4.1,16.3,4.8,,WD*,DA...,5.00536120895e+18,15.505,16.49908809,16.2525621,16.63691366,16.862794,17.09841952,9.058162
9.075149,-35.253328,683,J003618.03-351511.98,9.075149,-35.253328,0.991812,17.827965,0.01547,18.368362,0.0108,18.686394,0.00974,18.911474,0.01589,19.112158,0.04598,57251.166366,27.1,5.4,-0.6,3.8,,?,~,5.00447084505e+18,18.495,18.09256103,18.2924604,18.71185304,18.886474,19.16018536,9.075149
9.111135,-37.695277,687,J003626.67-374142.99,9.111135,-37.695277,0.940309,18.837139,0.02395,18.991009,0.00728,19.330643,0.01014,19.609743,0.03983,19.655495,0.07393,57013.051466,1.3,10.0,-12.4,2.4,,,,,,19.1056003,18.9140273,19.35545398,19.584743,19.69732508,9.111135
9.349222,-31.779668,697,J003723.81-314646.80,9.349222,-31.779668,0.999747,18.2922,0.0138,18.672768,0.00534,18.950787,0.00968,19.345383,0.01733,19.49766,0.06126,55834.29686,15.7,2.2,26.8,2.9,,,,2.31725336293e+18,18.686,18.55839432,18.59886705,18.97744643,19.320383,19.54375108,9.349222
9.439697,-29.513645,700,J003745.52-293049.12,9.439697,-29.513645,0.99294,19.054638,0.02423,18.989971,0.00703,19.255079,0.01085,19.488132,0.02136,19.63323,0.06352,56102.391259,1.4,6.8,22.5,4.0,,WD*,DA,2.31816255597e+18,19.114,19.32528467,18.9167156,19.28212576,19.463132,19.67903392,9.439697
9.479172,-39.433374,703,J003755.00-392600.14,9.479172,-39.433374,0.98149,17.692295,0.01252,17.726324,0.00365,18.013233,0.00498,18.322929,0.01731,18.439875,0.03499,56537.305192,25.1,14.7,-23.4,0.7,,,,5.00021831203e+18,17.859,17.96195471,17.65197855,18.03962573,18.297929,18.48455284,9.479172
9.657114,-34.494118,711,J003837.70-342938.82,9.657114,-34.494118,0.942059,18.61063,0.01569,18.765604,0.00614,19.14533,0.01241,19.349932,0.0248,19.590689,0.0817,56152.271352,6.8,1.6,12.9,4.5,,,,5.00461536211e+18,18.982,18.87908026,18.6866177,19.16893822,19.324932,19.64031928,9.657114
9.745177,-28.75463,714,J003858.84-284516.66,9.745177,-28.75463,0.998871,18.633453,0.01591,18.649622,0.00616,18.924477,0.009,19.136492,0.01535,19.403572,0.07003,56183.17371,-26.0,4.7,15.7,3.6,,WD*,DA,2.31822546865e+18,18.684,18.90329131,18.57587925,18.95123135,19.111492,19.4542552,9.745177
9.763892,-39.625573,716,J003903.33-393732.06,9.763892,-39.625573,0.71875,16.630558,0.00705,17.263655,0.003,17.807041,0.00449,18.143299,0.01485,18.381788,0.0335,56537.305192,15.0,5.3,-10.1,4.2,,*,~,5.00015395624e+18,17.573,16.89422703,17.1764857,17.82573942,18.118299,18.43132756,9.763892
10.106427,-33.328949,740,J004025.54-331944.21,10.106427,-33.328949,0.998908,17.51955,0.00865,17.943792,0.00422,18.320639,0.00687,18.563028,0.01287,18.728682,0.04669,56217.138414,42.0,7.8,-5.5,6.1,,*,~,,,17.78530758,17.86494965,18.34433359,18.538028,18.77530816,10.106427
10.359883,-30.209051,753,J004126.37-301232.58,10.359883,-30.209051,1.0,18.999308,0.01918,18.937536,0.00643,19.200159,0.0107,19.440205,0.02028,19.637896,0.08314,55836.244822,48.8,2.5,-5.9,11.9,,WD*,DA,2.31783184349e+18,18.722,19.26992572,18.86440485,19.22728031,19.415205,19.68580364,10.359883
10.608196,-37.223278,763,J004225.96-371323.80,10.608196,-37.223278,0.868931,17.916649,0.01187,18.382032,0.00487,18.739706,0.00663,19.04542,0.02407,19.210072,0.04743,57013.055835,6.1,6.4,11.3,8.0,,*,~,,,18.18199517,18.3041483,18.76397578,19.02042,19.25665808,10.608196
10.707402,-38.448562,768,J004249.77-382654.82,10.707402,-38.448562,0.847185,18.856354,0.02314,18.786972,0.00786,19.108704,0.01308,19.264362,0.02491,19.102978,0.06944,56516.359019,-5.4,7.1,10.3,12.8,,,,5.00037688222e+18,18.941,19.12704782,18.7108854,19.13405204,19.239362,19.13652264,10.707402
11.263688,-28.624864,798,J004503.28-283729.51,11.263688,-28.624864,0.999168,18.116282,0.01108,18.518967,0.00547,18.77211,0.00784,18.951996,0.0127,19.098734,0.04851,56183.176315,24.5,0.6,-28.5,5.1,,*,~,,,18.38225515,18.44630985,18.79951571,18.926996,19.14460352,11.263688
11.401284,-37.412363,802,J004536.30-372444.50,11.401284,-37.412363,0.998822,17.866348,0.01161,17.834579,0.00378,18.132523,0.00481,18.326262,0.01501,18.547543,0.02971,57013.055835,46.7,9.1,11.1,3.2,,*,~,5.00080730667e+18,17.993,18.13666569,17.7596818,18.15858468,18.301262,18.59639424,11.401284
11.563001,-28.341247,809,J004615.12-282028.48,11.563001,-28.341247,0.990382,18.526232,0.01347,18.92631,0.00691,19.241341,0.01063,19.480572,0.01917,19.740665,0.09302,56183.178871,23.0,9.6,-4.0,11.6,,,,2.34211751272e+18,19.083,18.79223122,18.85055845,19.26689007,19.455572,19.79106872,11.563001
11.597231,-26.004659,812,J004623.33-260016.77,11.597231,-26.004659,0.997501,18.025736,0.01217,18.209343,0.00443,18.521303,0.00764,18.775646,0.0135,18.986799,0.03716,56132.304187,26.3,2.8,-16.2,3.1,,UV,~,,,18.29389993,18.133745,18.5469442,18.750646,19.03524512,11.597231
11.636142,-31.326071,814,J004632.67-311933.85,11.636142,-31.326071,0.977568,16.671968,0.00516,16.979685,0.00221,17.303154,0.00418,17.605486,0.00507,17.784073,0.01463,55834.301071,38.0,6.9,-1.6,6.9,,,,5.00767794867e+18,17.072,16.93889083,16.90351155,17.32844993,17.580486,17.83121648,11.636142
12.39017,-39.806334,848,J004933.64-394822.80,12.39017,-39.806334,0.965146,17.747742,0.01235,18.111319,0.00468,18.573763,0.0072,18.495842,0.01813,19.023237,0.05098,56537.30957,22.6,4.0,-4.1,6.6,,*,~,4.99958227891e+18,17.422,18.01410623,18.0281968,18.59488968,18.470842,19.0843328,12.39017
12.65794,-29.379357,869,J005037.90-292245.68,12.65794,-29.379357,0.875918,18.280773,0.01466,18.590752,0.00557,18.950308,0.00904,19.247112,0.01831,19.578348,0.06166,56102.402655,2.2,7.9,-13.7,2.2,,WD*,DA...,5.03210353076e+18,18.794,18.54767321,18.5127742,18.97452132,19.222112,19.63159744,12.65794
12.769485,-29.078057,880,J005104.67-290441.00,12.769485,-29.078057,0.995299,16.866158,0.00645,17.128492,0.00239,17.463451,0.00339,17.746269,0.00592,17.953621,0.01469,56102.402655,29.9,1.2,-32.0,6.3,,*,~,,,17.13353466,17.05174405,17.48840223,17.721269,18.00191508,12.769485
13.205467,-26.638725,912,J005249.31-263819.41,13.205467,-26.638725,0.984144,17.001873,0.00709,16.95759,0.00256,17.347231,0.00342,17.595568,0.00594,17.756384,0.01658,56217.105284,8.8,10.7,46.5,27.7,,,,2.3429028432e+18,17.06,17.27231583,16.87810795,17.37054177,17.570568,17.80281664,13.205467
13.551764,-37.525043,946,J005412.42-373130.15,13.551764,-37.525043,0.819979,18.236073,0.01679,18.5516,0.00591,18.828129,0.00782,19.105394,0.02616,19.183151,0.05584,57013.060206,-3.4,8.3,9.5,5.8,,,,,,18.50291773,18.47777355,18.85483313,19.080394,19.22626128,13.551764
13.564158,-26.409634,948,J005415.39-262434.68,13.564158,-26.409634,0.917979,18.440693,0.0148,18.80802,0.00687,19.150503,0.01069,19.318586,0.02053,19.630369,0.07659,56217.105284,9.6,2.1,-8.5,5.6,,,,2.34441401456e+18,18.775,18.70701973,18.73089585,19.17522851,19.293586,19.68284032,13.564158
13.686417,-26.862513,958,J005444.74-265145.04,13.686417,-26.862513,0.940046,17.267302,0.00761,17.26939,0.00289,17.571304,0.00368,17.787916,0.0062,18.015669,0.01855,56217.105284,25.1,0.9,3.7,2.2,,UV,~,2.34419528046e+18,17.517,17.53728112,17.1942943,17.59724658,17.762916,18.06477912,13.686417
13.741461,-26.839818,964,J005457.95-265023.34,13.741461,-26.839818,0.868653,18.230713,0.01358,18.260923,0.00486,18.582645,0.00685,18.809387,0.01266,19.071068,0.04455,56217.105284,9.6,2.5,8.2,2.3,,UV,DA,2.34419500558e+18,18.444,18.5004109,18.1848369,18.60799334,18.784387,19.12153524,13.741461
13.84466,-37.561115,969,J005522.71-373340.01,13.84466,-37.561115,0.922938,18.215919,0.01533,18.61779,0.00615,18.930183,0.0083,19.173641,0.02664,19.332392,0.06074,57013.060206,-0.9,27.2,14.1,24.7,,,,5.00137558667e+18,18.429,18.48190029,18.54217035,18.95581121,19.148641,19.37874204,13.84466
14.192109,-30.218951,982,J005646.10-301308.22,14.192109,-30.218951,1.0,18.5215,0.01484,18.928684,0.00637,19.377529,0.01246,19.748816,0.02896,19.990919,0.0929,55836.251122,21.4,4.6,-38.8,12.8,,UV,~,,,18.78742816,18.84624175,19.39906365,19.723816,20.04060312,14.192109
14.345575,-29.697112,987,J005722.93-294149.60,14.345575,-29.697112,0.969468,17.447454,0.00929,17.540953,0.00313,17.860453,0.00448,18.10198,0.00722,18.330479,0.02063,56102.407641,26.1,3.1,6.0,2.4,,*,~,5.03222083491e+18,17.689,17.71651901,17.464978,17.885868,18.07698,18.37961896,14.345575
14.395972,-30.809311,989,J005735.03-304833.51,14.395972,-30.809311,1.0,18.522173,0.0143,18.742092,0.0056,19.003237,0.009,19.275101,0.01939,19.476707,0.05407,55836.251122,51.8,1.9,2.4,1.9,,,,,,18.78997381,18.66903475,19.03040265,19.250101,19.52477124,14.395972
14.459514,-39.184608,993,J005750.28-391104.58,14.459514,-39.184608,0.931708,16.88657,0.0077,17.073317,0.00255,17.381081,0.00366,17.62443,0.00658,17.831694,0.01593,56537.313924,28.6,18.7,2.4,15.6,,*,~,,,17.15470253,16.9979288,17.40684808,17.59943,17.87998456,14.459514
14.517513,-37.533565,996,J005804.20-373200.83,14.517513,-37.533565,0.999205,18.42655,0.01899,18.66255,0.00585,19.02957,0.00848,19.244091,0.02708,19.399294,0.0631,57013.064587,43.6,3.0,0.0,5.6,,*,~,5.00141104163e+18,18.566,18.69419,18.584199,19.0535594,19.219091,19.44550212,14.517513
14.599338,-28.612653,1001,J005823.84-283645.55,14.599338,-28.612653,0.999443,18.560764,0.0149,18.495945,0.00549,18.759911,0.00752,18.956255,0.01266,19.141626,0.05596,56183.185874,30.9,1.9,-14.4,2.1,,*,~,5.03243616739e+18,18.642,18.83141219,18.4227467,18.78699202,18.931255,19.18904084,14.599338
14.818509,-35.205702,1016,J005916.44-351220.52,14.818509,-35.205702,1.0,18.606367,0.03296,18.847715,0.01329,19.203989,0.01325,19.497202,0.02511,19.627911,0.06935,57251.179162,-26.7,4.8,-34.4,9.2,,,,5.00222474895e+18,18.861,18.87395352,18.7699013,19.22830078,19.472202,19.67313936,14.818509
14.827343,-33.576019,1017,J005918.56-333433.66,14.827343,-33.576019,0.984203,17.005215,0.00651,16.91094,0.0029,17.231016,0.00378,17.447254,0.00554,17.500389,0.01693,56217.152908,-7.0,5.0,55.9,52.2,,*,~,,,17.27615775,16.8349362,17.25641372,17.422254,17.5425144,14.827343
15.043981,-37.713338,1034,J010010.55-374248.01,15.043981,-37.713338,0.997313,18.529049,0.01898,18.650637,0.00589,19.006861,0.00807,19.230249,0.02686,19.251387,0.05372,57013.064587,34.0,12.9,-22.7,6.5,,,,4.98938753838e+18,18.912,18.79783312,18.5728258,19.03117428,19.205249,19.29223252,15.043981
15.245065,-39.879304,1049,J010058.81-395245.49,15.245065,-39.879304,0.998692,17.076017,0.00867,17.596006,0.00343,18.017973,0.00543,18.2915,0.01109,18.52104,0.03032,56537.313924,43.0,3.3,-1.6,23.4,,*,~,,,17.34081711,17.51490765,18.04031399,18.2665,18.5702216,15.245065
15.551399,-31.290838,1075,J010212.33-311727.01,15.551399,-31.290838,0.999884,18.505159,0.01564,18.482302,0.00499,18.760611,0.00849,19.022425,0.01454,19.204672,0.05063,55834.309541,-9.6,2.1,-37.3,2.4,,WD*,DA,5.03108593275e+18,18.609,18.77538757,18.40838655,18.78726173,18.997425,19.25196188,15.551399
15.807879,-33.045509,1091,J010313.89-330243.83,15.807879,-33.045509,0.894427,17.706181,0.00898,18.061348,0.00468,18.458002,0.00728,18.699949,0.01351,18.984758,0.05395,56217.155579,17.2,4.6,6.1,12.9,,,,5.02735590827e+18,18.287,17.97262933,17.9815153,18.48110238,18.674949,19.03615036,15.807879
16.235126,-37.656652,1112,J010456.43-373923.94,16.235126,-37.656652,0.994483,17.469358,0.01032,17.582146,0.00347,17.961264,0.00436,18.188494,0.01128,18.414211,0.02783,57013.06677,-5.6,2.7,-35.3,4.8,,*,~,4.98971419641e+18,17.797,17.73823012,17.5031901,17.98489046,18.163494,18.46323968,16.235126
16.353606,-33.060178,1121,J010524.86-330336.64,16.353606,-33.060178,0.938168,18.33893,0.01312,18.720503,0.00663,19.065704,0.01088,19.352165,0.02225,19.678459,0.0964,56217.155579,10.8,20.7,-13.3,22.1,,,,,,18.60511427,18.64324295,19.09034797,19.327165,19.73151076,16.353606
16.368944,-32.338927,1122,J010528.54-322020.13,16.368944,-32.338927,0.979998,18.563234,0.01833,18.686121,0.00696,18.986929,0.01014,19.238253,0.02121,19.454502,0.06094,56215.091919,-5.1,4.1,-19.9,6.5,,,,5.02740569554e+18,18.863,18.83200513,18.6110806,19.01290476,19.213253,19.50315196,16.368944
16.378313,-32.631561,1123,J010530.79-323753.61,16.378313,-32.631561,0.99848,16.208067,0.00484,16.108318,0.00182,16.360947,0.00216,16.57971,0.00317,16.727232,0.00703,56215.091919,75.4,6.4,55.5,3.4,,PM*,~,,,16.47906449,16.03568655,16.38836813,16.55471,16.77313288,16.378313
16.406009,-34.039642,1126,J010537.44-340222.71,16.406009,-34.039642,0.847168,18.41259,0.01373,18.517202,0.00568,18.777369,0.00892,18.978382,0.01444,19.183424,0.05184,56152.288905,7.4,116.1,8.2,1.6,,,,5.02636596985e+18,18.645,18.68154388,18.44419365,18.80456399,18.953382,19.23162568,16.406009
16.707778,-31.60343,1141,J010649.86-313612.34,16.707778,-31.60343,0.736858,17.837399,0.0105,18.138781,0.00419,18.533186,0.00754,18.827856,0.01317,19.185873,0.04987,55834.311645,-8.7,3.0,-8.8,6.8,,,,,,18.10438518,18.05906075,18.55635385,18.802856,19.24019368,16.707778
16.966132,-33.813396,1156,J010751.87-334848.22,16.966132,-33.813396,0.998456,16.501629,0.00507,16.660799,0.00217,16.998833,0.00291,17.235155,0.00476,17.417999,0.0155,56217.158219,-69.4,45.0,-59.1,47.7,,WD?,~,,,16.7700373,16.5838973,17.02369198,17.210155,17.46531276,16.966132
17.021032,-32.606661,1159,J010805.04-323623.97,17.021032,-32.606661,0.913826,17.36577,0.00813,18.057289,0.00462,18.569729,0.00734,18.830275,0.0141,19.081886,0.04086,56215.094366,16.0,6.4,-15.2,5.5,,,,,,17.62885481,17.971667,18.5893558,18.805275,19.13195044,17.021032
17.040913,-16.312464,1161,J010809.81-161844.87,17.040913,-16.312464,0.988372,16.214762,0.00483,16.745211,0.00207,17.214239,0.00337,17.501993,0.00534,17.727865,0.01524,56901.283896,13.8,4.3,-50.5,2.2,,WD*,DA...,,,16.47945751,16.6617596,17.23516816,17.476993,17.77689988,17.040913
17.073907,-16.215367,1163,J010817.73-161255.32,17.073907,-16.215367,1.0,17.478319,0.0095,17.923613,0.0037,18.267715,0.00615,18.539791,0.01075,18.732883,0.03447,56901.283896,75.8,3.2,26.6,5.3,,,,2.3593845182e+18,18.087,17.74386606,17.8464079,18.29239194,18.514791,18.78060668,17.073907
17.07457,-37.199674,1164,J010817.89-371158.82,17.07457,-37.199674,1.0,18.677197,0.02226,18.792625,0.00636,19.105532,0.00874,19.347633,0.02899,19.446548,0.06417,57013.068948,53.0,5.3,-2.4,7.1,,,,,,18.94604272,18.71697965,19.13114479,19.322633,19.4905046,17.07457
17.150198,-32.628808,1171,J010836.04-323743.70,17.150198,-32.628808,0.759997,15.220312,0.00276,15.293153,0.00121,15.619215,0.00146,15.840394,0.00197,16.024254,0.00415,56215.094366,24.0,3.2,-26.7,2.7,,*,~,,,15.48958359,15.2168499,15.64443314,15.815394,16.0716084,17.150198
17.237982,-31.711172,1178,J010857.11-314240.21,17.237982,-31.711172,0.760605,16.961504,0.00622,17.625494,0.00316,18.139021,0.0057,18.434292,0.00977,18.636686,0.02945,55834.311645,-1.0,6.1,-16.4,4.0,,,,5.0279171746e+18,17.87,17.2248641,17.53981765,18.15861519,18.409292,18.68478176,17.237982
17.326771,-30.053836,1183,J010918.42-300313.80,17.326771,-30.053836,0.864679,18.550297,0.01494,18.848581,0.00568,19.11779,0.01108,19.438137,0.02216,19.709188,0.06397,55836.25756,8.2,4.0,-6.6,4.6,,UV,~,5.02976005917e+18,18.535,18.81731416,18.77512055,19.14471373,19.413137,19.76003004,17.326771
